Date,Sales,year,quarter,month,week_of_year,is_q4,sin_week,cos_week,sin_month,cos_month,sales_lag_1,sales_lag_2,sales_lag_3,sales_lag_4,sales_lag_8,sales_lag_12,sales_lag_52,sales_rolling_mean_4,sales_rolling_std_4,sales_rolling_min_4,sales_rolling_max_4,sales_rolling_mean_12,sales_rolling_std_12,orders_lag_1,quantity_lag_1,profit_lag_1,avg_discount_lag_1,log_sales
2016-12-18,26505.97,2016,4,12,50,1,-0.2592,0.9658,-0.0,1.0,25271.818,22963.279,25948.622,12766.911,12814.734,12738.172,16439.98,21737.66,6115.53,12766.91,25948.62,16833.15,7413.64,48.0,462.0,4419.25,0.1222,10.1852
2016-12-25,21384.952,2016,4,12,51,1,-0.1413,0.99,-0.0,1.0,26505.97,25271.818,22963.279,25948.622,6317.425,25858.350300000002,21324.8602,25172.42,1556.82,22963.28,26505.97,17980.47,7778.65,35.0,272.0,6287.33,0.1333,9.9705
2017-01-01,7053.9580000000005,2017,1,1,52,0,-0.0214,0.9998,0.5,0.866,21384.952,26505.97,25271.818,22963.279,16935.6418,10506.045999999998,7219.994,24031.5,2295.41,21384.95,26505.97,17607.69,7467.76,32.0,265.0,2740.47,0.1803,8.8615
2017-01-08,8472.136,2017,1,1,1,0,0.1201,0.9928,0.5,0.866,7053.9580000000005,21384.952,26505.97,25271.818,22812.184,7064.655,4185.654,20054.17,8937.3,7053.96,26505.97,17320.01,7824.19,36.0,220.0,398.89,0.2088,9.0447
2017-01-15,8938.659,2017,1,1,2,0,0.2385,0.9711,0.5,0.866,8472.136,7053.9580000000005,21384.952,26505.97,12766.911,12814.734,2399.479,15854.25,9591.46,7053.96,26505.97,17437.3,7665.42,10.0,79.0,1351.84,0.2316,9.0983
2017-01-22,15770.86,2017,1,1,3,0,0.3535,0.9355,0.5,0.866,8938.659,8472.136,7053.9580000000005,21384.952,25948.622,6317.425,3848.346,11462.43,6663.39,7053.96,21384.95,17114.3,7954.14,14.0,137.0,-617.59,0.1914,9.666
2017-01-29,5558.556,2017,1,1,4,0,0.4633,0.8862,0.5,0.866,15770.86,8938.659,8472.136,7053.9580000000005,22963.279,16935.6418,5607.262,10058.9,3891.4,7053.96,15770.86,17902.08,7222.04,16.0,147.0,4887.21,0.11,8.6233
2017-02-05,7880.698,2017,1,2,5,0,0.5664,0.8241,0.866,0.5,5558.556,15770.86,8938.659,8472.136,25271.818,22812.184,14111.864,9685.05,4324.09,5558.56,15770.86,16953.99,8058.75,19.0,126.0,1391.95,0.1114,8.9723
2017-02-12,3146.737,2017,1,2,6,0,0.6613,0.7501,0.866,0.5,7880.698,5558.556,15770.86,8938.659,26505.97,12766.911,3912.017,9537.19,4389.02,5558.56,15770.86,15709.7,8223.06,15.0,125.0,778.07,0.1868,8.0544
2017-02-19,6962.6053999999995,2017,1,2,7,0,0.7466,0.6653,0.866,0.5,3146.737,7880.698,5558.556,15770.86,21384.952,25948.622,3475.992,8089.21,5473.68,3146.74,15770.86,14908.02,8970.97,13.0,62.0,-49.43,0.2083,8.8485
2017-02-26,6042.808,2017,1,2,8,0,0.8211,0.5708,0.866,0.5,6962.6053999999995,3146.737,7880.698,5558.556,7053.9580000000005,22963.279,1367.838,5887.15,2061.45,3146.74,7880.7,13325.85,8509.13,16.0,113.0,576.22,0.1463,8.7068
2017-03-05,4936.692,2017,1,3,9,0,0.8837,0.468,1.0,0.0,6042.808,6962.6053999999995,3146.737,7880.698,8472.136,25271.818,14950.429,6008.21,2049.9,3146.74,7880.7,11915.81,8161.78,14.0,112.0,609.23,0.1733,8.5047
2017-03-12,6078.67,2017,1,3,10,0,0.9336,0.3584,1.0,0.0,4936.692,6042.808,6962.6053999999995,3146.737,8938.659,26505.97,22184.762,5272.21,1641.29,3146.74,6962.61,10221.22,7189.81,18.0,124.0,1226.98,0.1343,8.7127
2017-03-19,10592.099,2017,1,3,11,0,0.9698,0.2437,1.0,0.0,6078.67,4936.692,6042.808,6962.6053999999995,15770.86,21384.952,7515.183,6005.19,829.69,4936.69,6962.61,8518.94,5097.43,22.0,140.0,794.47,0.1513,9.268
2017-03-26,27125.476,2017,1,3,12,0,0.9921,0.1254,1.0,0.0,10592.099,6078.67,4936.692,6042.808,5558.556,7053.9580000000005,3739.864,6912.57,2509.64,4936.69,10592.1,7619.54,3231.64,28.0,266.0,1024.56,0.1544,10.2083
2017-04-02,16952.9938,2017,2,4,13,0,1.0,0.0053,0.866,-0.5,27125.476,10592.099,6078.67,4936.692,7880.698,8472.136,7494.3189999999995,12183.23,10256.39,4936.69,27125.48,9292.17,6477.01,31.0,201.0,9481.31,0.0893,9.7383
2017-04-09,10955.3485,2017,2,4,14,0,0.9934,-0.1148,0.866,-0.5,16952.9938,27125.476,10592.099,6078.67,3146.737,8938.659,10254.047,15187.31,9123.61,6078.67,27125.48,9998.9,6832.34,30.0,233.0,2991.64,0.1083,9.3017
2017-04-16,4420.516,2017,2,4,15,0,0.9724,-0.2333,0.866,-0.5,10955.3485,16952.9938,27125.476,10592.099,6962.6053999999995,15770.86,14973.249,16406.48,7718.32,10592.1,27125.48,10166.96,6828.69,18.0,115.0,2510.98,0.1541,8.3942
2017-04-23,8866.177,2017,2,4,16,0,0.9373,-0.3484,0.866,-0.5,4420.516,10955.3485,16952.9938,27125.476,6042.808,5558.556,8293.219000000001,14863.58,9644.54,4420.52,27125.48,9221.1,6767.73,30.0,162.0,587.83,0.1926,9.0901
2017-04-30,5483.536599999999,2017,2,4,17,0,0.8887,-0.4585,0.866,-0.5,8866.177,4420.516,10955.3485,16952.9938,4936.692,7880.698,1689.8120000000001,10298.76,5206.28,4420.52,16952.99,9496.74,6671.68,24.0,199.0,-3059.85,0.2442,8.6097
2017-05-07,13201.1918,2017,2,5,18,0,0.8272,-0.562,0.5,-0.866,5483.536599999999,8866.177,4420.516,10955.3485,6078.67,3146.737,11311.609,7431.39,3018.63,4420.52,10955.35,9296.97,6759.77,34.0,181.0,135.49,0.2134,9.4881
2017-05-14,13405.069,2017,2,5,19,0,0.7537,-0.6573,0.5,-0.866,13201.1918,5483.536599999999,8866.177,4420.516,10592.099,6962.6053999999995,4076.232,7992.86,3955.91,4420.52,13201.19,10134.84,6547.95,29.0,225.0,479.82,0.1977,9.5035
2017-05-21,10927.576000000001,2017,2,5,20,0,0.6693,-0.743,0.5,-0.866,13405.069,13201.1918,5483.536599999999,8866.177,27125.476,6042.808,9920.937,10238.99,3799.02,5483.54,13405.07,10671.71,6528.29,29.0,237.0,2940.17,0.1281,9.2991
2017-05-28,5299.275,2017,2,5,21,0,0.5751,-0.818,0.5,-0.866,10927.576000000001,13405.069,13201.1918,5483.536599999999,16952.9938,4936.692,22631.647,10754.34,3688.94,5483.54,13405.07,11078.78,6363.64,26.0,222.0,1949.62,0.1317,8.5755
2017-06-04,9853.5164,2017,2,6,22,0,0.4727,-0.8812,0.0,-1.0,5299.275,10927.576000000001,13405.069,13201.1918,10955.3485,6078.67,11734.712,10708.28,3776.8,5299.28,13405.07,11108.99,6332.61,25.0,158.0,787.39,0.1733,9.1957
2017-06-11,7782.87,2017,2,6,23,0,0.3634,-0.9316,0.0,-1.0,9853.5164,5299.275,10927.576000000001,13405.069,4420.516,10592.099,13764.721,9871.36,3391.51,5299.28,13405.07,11423.56,6151.17,30.0,213.0,1970.51,0.1647,8.9598
2017-06-18,14545.5175,2017,2,6,24,0,0.2489,-0.9685,0.0,-1.0,7782.87,9853.5164,5299.275,10927.576000000001,8866.177,27125.476,7768.278,8465.81,2481.89,5299.28,10927.58,11189.46,6238.53,27.0,168.0,660.18,0.183,9.5851
2017-06-25,7114.8099999999995,2017,2,6,25,0,0.1307,-0.9914,0.0,-1.0,14545.5175,7782.87,9853.5164,5299.275,5483.536599999999,16952.9938,12405.568,9370.29,3920.44,5299.28,14545.52,10141.13,3956.93,29.0,207.0,2960.02,0.1605,8.8701
2017-07-02,15922.0322,2017,3,7,26,0,0.0107,-0.9999,-0.5,-0.866,7114.8099999999995,14545.5175,7782.87,9853.5164,13201.1918,10955.3485,6545.554,9824.18,3356.56,7114.81,14545.52,9321.28,3396.82,29.0,194.0,752.52,0.2077,9.6755
2017-07-09,13091.864,2017,3,7,27,0,-0.1095,-0.994,-0.5,-0.866,15922.0322,7114.8099999999995,14545.5175,7782.87,13405.069,4420.516,9619.225,11341.31,4537.83,7114.81,15922.03,9735.17,3881.96,29.0,212.0,2220.97,0.1302,9.4798
2017-07-16,8644.262999999999,2017,3,7,28,0,-0.2281,-0.9736,-0.5,-0.866,13091.864,15922.0322,7114.8099999999995,14545.5175,10927.576000000001,8866.177,5720.97,12668.56,3878.63,7114.81,15922.03,10457.79,3599.52,33.0,257.0,2183.13,0.1567,9.0648
2017-07-23,11722.321,2017,3,7,29,0,-0.3434,-0.9392,-0.5,-0.866,8644.262999999999,13091.864,15922.0322,7114.8099999999995,5299.275,5483.536599999999,7858.956,11193.24,4045.46,7114.81,15922.03,10439.29,3609.0,19.0,152.0,748.5,0.1049,9.3693
2017-07-30,9438.918,2017,3,7,30,0,-0.4538,-0.8911,-0.5,-0.866,11722.321,8644.262999999999,13091.864,15922.0322,9853.5164,13201.1918,12717.95,12345.12,3024.13,8644.26,15922.03,10959.19,3262.97,30.0,237.0,1120.49,0.1602,9.1527
2017-08-06,6122.798,2017,3,8,31,0,-0.5575,-0.8302,-0.866,-0.5,9438.918,11722.321,8644.262999999999,13091.864,7782.87,13405.069,3051.37,10724.34,2047.78,8644.26,13091.86,10645.67,3208.25,20.0,138.0,2280.49,0.1211,8.7199
2017-08-13,12347.668,2017,3,8,32,0,-0.6532,-0.7572,-0.866,-0.5,6122.798,9438.918,11722.321,8644.262999999999,14545.5175,10927.576000000001,7535.5505,8982.07,2309.92,6122.8,11722.32,10038.81,3325.44,27.0,150.0,936.26,0.1154,9.4213
2017-08-20,20272.34,2017,3,8,33,0,-0.7394,-0.6732,-0.866,-0.5,12347.668,6122.798,9438.918,11722.321,7114.8099999999995,5299.275,7658.496,9907.93,2816.12,6122.8,12347.67,10157.15,3384.69,20.0,216.0,1280.72,0.1173,9.9171
2017-08-27,21094.18,2017,3,8,34,0,-0.815,-0.5795,-0.866,-0.5,20272.34,12347.668,6122.798,9438.918,15922.0322,9853.5164,10556.9318,12045.43,6045.52,6122.8,20272.34,11404.91,4112.65,28.0,207.0,2697.68,0.1755,9.9568
2017-09-03,17054.443,2017,3,9,35,1,-0.8787,-0.4774,-1.0,-0.0,21094.18,20272.34,12347.668,6122.798,13091.864,7782.87,21769.009,14959.25,7089.18,6122.8,21094.18,12341.63,4926.72,29.0,246.0,3577.36,0.1443,9.7442
2017-09-10,18582.845,2017,3,9,36,1,-0.9297,-0.3684,-1.0,-0.0,17054.443,21094.18,20272.34,12347.668,8644.262999999999,14545.5175,19714.7696,17692.16,3966.58,12347.67,21094.18,13114.26,4873.52,41.0,298.0,4153.89,0.1256,9.83
2017-09-17,23552.725,2017,3,9,37,1,-0.9672,-0.2541,-1.0,-0.0,18582.845,17054.443,21094.18,20272.34,11722.321,7114.8099999999995,14877.136,19250.95,1799.24,17054.44,21094.18,13450.71,5114.7,63.0,422.0,-185.69,0.1932,10.067
2017-09-24,27575.669,2017,3,9,38,1,-0.9907,-0.136,-1.0,-0.0,23552.725,18582.845,17054.443,21094.18,9438.918,15922.0322,12738.172,20071.05,2856.78,17054.44,23552.72,14820.53,5453.54,49.0,403.0,4097.98,0.1365,10.2247
2017-10-01,8921.366,2017,4,10,39,1,-0.9999,-0.016,-0.866,0.5,27575.669,23552.725,18582.845,17054.443,6122.798,13091.864,25858.350300000002,21691.42,4804.64,17054.44,27575.67,15791.67,6587.28,58.0,447.0,3194.6,0.1218,9.0963
2017-10-08,19484.316000000003,2017,4,10,40,1,-0.9946,0.1042,-0.866,0.5,8921.366,27575.669,23552.725,18582.845,12347.668,8644.262999999999,10506.045999999998,19658.15,8047.56,8921.37,27575.67,15444.13,6847.54,35.0,257.0,1757.51,0.15,9.8774
2017-10-15,16929.375,2017,4,10,41,1,-0.9748,0.2229,-0.866,0.5,19484.316000000003,8921.366,27575.669,23552.725,20272.34,11722.321,7064.655,19883.52,8019.98,8921.37,27575.67,16347.47,6578.68,36.0,296.0,2046.51,0.1606,9.7369
2017-10-22,27411.7552,2017,4,10,42,1,-0.941,0.3384,-0.866,0.5,16929.375,19484.316000000003,8921.366,27575.669,21094.18,9438.918,12814.734,18227.68,7686.72,8921.37,27575.67,16781.39,6415.59,33.0,239.0,2765.95,0.1621,10.2188
2017-10-29,6423.353,2017,4,10,43,1,-0.8935,0.449,-0.866,0.5,27411.7552,16929.375,19484.316000000003,8921.366,17054.443,6122.798,6317.425,18186.7,7620.43,8921.37,27411.76,18279.12,6639.63,40.0,254.0,2612.27,0.2031,8.7679
2017-11-05,31325.571,2017,4,11,44,1,-0.8331,0.5531,-0.5,0.866,6423.353,27411.7552,16929.375,19484.316000000003,18582.845,12347.668,16935.6418,17562.2,8663.77,6423.35,27411.76,18304.17,6589.99,23.0,179.0,276.51,0.2029,10.3522
2017-11-12,20571.872,2017,4,11,45,1,-0.7606,0.6492,-0.5,0.866,31325.571,6423.353,27411.7552,16929.375,23552.725,20272.34,22812.184,20522.51,11193.22,6423.35,31325.57,19885.66,7272.43,55.0,437.0,-937.61,0.1611,9.9317
2017-11-19,35344.423,2017,4,11,46,1,-0.6772,0.7358,-0.5,0.866,20571.872,31325.571,6423.353,27411.7552,27575.669,21094.18,12766.911,21433.14,10948.97,6423.35,31325.57,19910.62,7274.39,64.0,416.0,2181.32,0.1658,10.4729
2017-11-26,20087.249,2017,4,11,47,1,-0.5839,0.8119,-0.5,0.866,35344.423,20571.872,31325.571,6423.353,8921.366,17054.443,25948.622,23416.3,12931.71,6423.35,35344.42,21098.14,8538.49,70.0,485.0,4716.83,0.1734,9.9079
2017-12-03,32354.57,2017,4,12,48,1,-0.4821,0.8761,-0.0,1.0,20087.249,35344.423,20571.872,31325.571,19484.316000000003,18582.845,22963.279,26832.28,7688.4,20087.25,35344.42,21350.88,8452.37,57.0,410.0,3201.0,0.1562,10.3845
2017-12-10,24006.958,2017,4,12,49,1,-0.3734,0.9277,-0.0,1.0,32354.57,20087.249,35344.423,20571.872,16929.375,23552.725,25271.818,27089.53,7903.07,20087.25,35344.42,22498.52,8961.95,62.0,564.0,2081.82,0.1692,10.0861
2017-12-17,10495.963,2017,4,12,50,1,-0.2592,0.9658,-0.0,1.0,24006.958,32354.57,20087.249,35344.423,27411.7552,27575.669,26505.97,27948.3,7105.12,20087.25,35344.42,22536.37,8967.76,62.0,480.0,1099.17,0.1153,9.2588
2017-12-24,23662.364,2017,4,12,51,1,-0.1413,0.99,-0.0,1.0,10495.963,24006.958,32354.57,20087.249,6423.353,8921.366,21384.952,21736.18,9073.19,10495.96,32354.57,21113.06,9438.3,37.0,267.0,758.96,0.1331,10.0717
2017-12-31,8977.8318,2017,4,12,52,1,-0.0214,0.9998,-0.0,1.0,23662.364,10495.963,24006.958,32354.57,31325.571,19484.316000000003,7053.9580000000005,22629.96,9032.61,10495.96,32354.57,22341.48,8632.12,52.0,372.0,4245.49,0.1268,9.1026
